gene	symbol
P2RY12	Microglia
P2RX7	Microglia
CD40	Microglia
TREM2	Microglia
TMEM119	Microglia
GPR34	Microglia
TFF3	Microglia
Microglia	NA
Microglia	NA
SALL1	Microglia
CSF3R	Microglia
TCIRG1	Microglia
SUSD3	Microglia
GPR183	Microglia
VAV1	Microglia
SLC2A5	Microglia
IL21R	Microglia
IL10RA	Microglia
PTAFR	Microglia
LAG3	Microglia
Microglia	NA
ENTPD1	Microglia
ADRB2	Microglia
TMEM173	Microglia
TBXAS1	Microglia
P2RY6	Microglia
P2RY13	Microglia
CEBPA	Microglia
CD180	Microglia
MYO1F	Microglia
Microglia	NA
OLFML3	Microglia
Microglia	NA
S100A8	Microglia
LTC4S	Microglia
TGFBR1	Microglia
S100A9	Microglia
LPCAT2	Microglia
ITGB5	Microglia
LAIR1	Microglia
SPHK1	Microglia
COLEC12	Microglia
ALDH1A2	Microglia
AEBP1	Microglia
PTGDS	Microglia
CCR5	Microglia
SLCO2B1	Microglia
PTGS1	Microglia
APBB1IP	Microglia
CYFIP1	Microglia
CYTH4	Microglia
MERTK	Microglia
MAFB	Microglia
HPGDS	Microglia
BIN2	Microglia
Microglia	NA
Microglia	NA
CMTM6	Microglia
CCL4	Microglia
CCL3	Microglia
CCRL2	Microglia
UCP2	Microglia
CLEC3B	Microglia
MRC2	Microglia
CLEC10A	Microglia
PF4	Microglia
Microglia	NA
Microglia	NA
CD53	Microglia
FOS	Microglia
EGR1	Microglia
AIF1	Microglia
CTSS	Microglia
CSF1R	Microglia
SKI	Microglia
C1QB	Microglia
RGS1	Monocytes
Monocytes	PHRBN
CD7	Monocytes
TET2	Monocytes
CD40	Monocytes
DYSF	Monocytes
CMKLR1	Monocytes
MEFV	Monocytes
HCK	Monocytes
Monocytes	CD16b
PADI4	Monocytes
GHSR	Monocytes
ITGAX	Monocytes
SELE	Monocytes
TLR4	Monocytes
AR	Monocytes
CXCR4	Monocytes
CD86	Monocytes
CCR2	Monocytes
TNFRSF14	Monocytes
Monocytes	ADGF|IDGFL|CECR1
MGMT	Monocytes
CD14	Monocytes
CD33	Monocytes
ITGAM	Monocytes
ACE	Monocytes
FUT4	Monocytes
ICAM1	Monocytes
SELL	Monocytes
CD163	Monocytes
Monocytes	CD64|CD64A
FCGR2B	Monocytes
ACP5	Monocytes
MRC1	Monocytes
TNF	Monocytes
PLAU	Monocytes
Monocytes	NA
Monocytes	OIASI|IFI-4|OIAS
IRF7	Monocytes
PLSCR1	Monocytes
MX1	Monocytes
IL1RN	Monocytes
Monocytes	HLA-DRA1
IFIT1	Monocytes
IDO1	Monocytes
IFIT3	Monocytes
TNFSF10	Monocytes
CXCL10	Monocytes
S100A9	Monocytes
S100A8	Monocytes
S100A4	Monocytes
CLEC7A	Monocytes
CSF3R	Monocytes
MNDA	Monocytes
Monocytes	CD20L3|MS4A6
ZFP36L2	Monocytes
LTA4H	Monocytes
CLEC12A	Monocytes
CD48	Monocytes
PRTN3	Monocytes
Monocytes	CD16a
VCAN	Monocytes
Monocytes	NA
IFITM3	Monocytes
FN1	Monocytes
ADGRE1	Monocytes
CD44	Monocytes
CSF1R	Monocytes
CX3CR1	Monocytes
ITGAL	Monocytes
Monocytes	NA
Monocytes	NA
PECAM1	Monocytes
PTPRC	Monocytes
SPN	Monocytes
PSAP	Monocytes
Monocytes	FCNM
Monocytes	NA
RHOC	Monocytes
PILRA	Monocytes
NFKBIZ	Monocytes
NAAA	Monocytes
LY6E	Monocytes
LYN	Monocytes
MS4A7	Monocytes
CEBPB	Monocytes
CD68	Monocytes
IFI30	Monocytes
Monocytes	CGRP|CAAF1|CAGC|ENRAGE
Monocytes	AAT|A1A|PI1|alpha-1-antitrypsin|A1AT|alpha1AT|PI
RGS2	Monocytes
LST1	Monocytes
SPI1	Monocytes
TYMP	Monocytes
Monocytes	STF1|STFA
FGL2	Monocytes
PYCARD	Monocytes
LYST	Monocytes
CCL3	Monocytes
IL1B	Monocytes
CFP	Monocytes
CD36	Monocytes
ISL1	Motor
MNX1	Motor
ISL2	Motor
CHAT	Motor
VSX2	Motor
EN1	Motor
EVX1	Motor
EVX2	Motor
FGF1	Motor
LHX3	Motor
NKX6-1	Motor
NGFR	Motor
Motor	neurons
SIM1	Motor
TLR2	Müller
IL6	Müller
CNR2	Müller
VEGFA	Müller
SLC38A5	Müller
SLC38A3	Müller
IL33	Müller
RDH10	Müller
SLITRK2	Müller
SYNPR	Müller
Müller	cells
CROT	Müller
CRYM	Müller
Müller	cells
COL9A1	Müller
SIX3OS1	Müller
DAPL1	Müller
AQP4	Müller
RLBP1	Müller
DKK3	Müller
VSX2	Müller
COL1A1	Müller
COL2A1	Müller
COL3A1	Müller
COL4A2	Müller
COL5A1	Müller
COL6A1	Müller
COL11A1	Müller
GLUL	Müller
CLU	Müller
S100A16	Müller
SOX2	Müller
APOE	Müller
DBI	Müller
GNAI2	Müller
GPR37	Müller
KCNJ2	Müller
KCNJ10	Müller
SPC25	Müller
ITM2B	Müller
ATG4B	Müller
Müller	cells
ZBED4	Müller
PRDX6	Müller
SLC1A3	Müller
HES1	Müller
KIT	Müller
CRB1	Müller
ANXA4	Müller
CD44	Müller
Müller	cells
GSTM5	Müller
SLC6A1	Müller
SFTPA1	Müller
ITGAM	Myeloid-derived
FUT4	Myeloid-derived
CD33	Myeloid-derived
Myeloid-derived	suppressor
Myeloid-derived	suppressor
CCR2	Myeloid-derived
Myeloid-derived	suppressor
Myeloid-derived	suppressor
ICAM1	Myeloid-derived
CD80	Myeloid-derived
CXCR1	Myeloid-derived
ADGRE1	Myeloid-derived
Myeloid-derived	suppressor
Myeloid-derived	suppressor
S100A9	Myeloid-derived
S100A4	Myeloid-derived
S100A8	Myeloid-derived
MYOG	Myoblasts
LIF	Myoblasts
NGF	Myoblasts
IGF2	Myoblasts
ANGPT2	Myoblasts
ACHE	Myoblasts
ADAM12	Myoblasts
TPM2	Myoblasts
ENO3	Myoblasts
DES	Myoblasts
CDH15	Myoblasts
CAPN1	Myoblasts
MYF6	Myoblasts
MYF5	Myoblasts
MYOD1	Myoblasts
PAX3	Myoblasts
PAX7	Myoblasts
TBX3	Myoblasts
TTN	Myoblasts
MUSK	Myoblasts
FLNC	Myoblasts
FGFR4	Myoblasts
STK40	Myoblasts
CXCL1	Myoblasts
TNFRSF12A	Myoblasts
ARL4D	Myoblasts
CCL2	Myoblasts
MYD88	Myoblasts
BRAF	Myoblasts
EGFR	Myoblasts
ZBTB16	Myoblasts
SIX1	Myoblasts
PDZRN3	Myoblasts
ACTC1	Myocytes
FHL2	Myocytes
ACTA1	Myocytes
TNNI1	Myocytes
TNNI2	Myocytes
TNNT1	Myocytes
TNNT3	Myocytes
TNNC1	Myocytes
TNNC2	Myocytes
ACTN2	Myocytes
ACTN3	Myocytes
ANKRD1	Myocytes
ANKRD2	Myocytes
CAPZA3	Myocytes
CLOCK	Myocytes
DES	Myocytes
DMD	Myocytes
IL4	Myocytes
ITGA7	Myocytes
LAMA2	Myocytes
LAMB1	Myocytes
LDB1	Myocytes
LDB3	Myocytes
MSTN	Myocytes
MYH1	Myocytes
MYH4	Myocytes
MYH7	Myocytes
MYH8	Myocytes
NBR1	Myocytes
NEB	Myocytes
NID1	Myocytes
NID2	Myocytes
TMOD4	Myocytes
TPM2	Myocytes
TTN	Myocytes
MYF5	Myocytes
MYF6	Myocytes
MYOD1	Myocytes
MYOG	Myocytes
SIX1	Myocytes
SIX4	Myocytes
PAX3	Myocytes
PAX7	Myocytes
ADAM12	Myocytes
ARHGAP26	Myocytes
CAV3	Myocytes
CDH15	Myocytes
CMKLR1	Myocytes
CXCR4	Myocytes
DLL1	Myocytes
DOCK1	Myocytes
DOCK5	Myocytes
FLNC	Myocytes
Myocytes	NA
IQSEC1	Myocytes
ITGA3	Myocytes
MMP2	Myocytes
MMP9	Myocytes
MRC1	Myocytes
MYH14	Myocytes
NOTCH3	Myocytes
NPHS1	Myocytes
Myocytes	NA
PLD1	Myocytes
PRKCQ	Myocytes
PTGIR	Myocytes
PTK2	Myocytes
PXN	Myocytes
SULF1	Myocytes
TRIO	Myocytes
WASHC1	Myocytes
WIPF1	Myocytes
NPPA	Myocytes
NPPB	Myocytes
EDN1	Myocytes
GATA4	Myocytes
GATA5	Myocytes
MEF2A	Myocytes
MEF2B	Myocytes
MEF2D	Myocytes
POPDC2	Myocytes
CHODL	Myocytes
MYLPF	Myocytes
MYL1	Myocytes
CKM	Myocytes
TCAP	Myocytes
MYOZ1	Myocytes
PYGM	Myocytes
ENO3	Myocytes
THBS4	Myocytes
SFN	Myoepithelial
ACTA2	Myoepithelial
CNN1	Myoepithelial
Myoepithelial	cells
MME	Myoepithelial
CD109	Myoepithelial
KRT14	Myoepithelial
KRT17	Myoepithelial
EGFR	Myoepithelial
SERPINB5	Myoepithelial
Myoepithelial	cells
NGFR	Myoepithelial
CDH3	Myoepithelial
MYH11	Myoepithelial
FST	Myoepithelial
ACTG2	Myoepithelial
MDFI	Myoepithelial
PXN	Myoepithelial
LAMB3	Myoepithelial
LAMC2	Myoepithelial
GRWD1	Myoepithelial
SPHK1	Myoepithelial
SMIM3	Myoepithelial
KRT5	Myoepithelial
MYLK	Myoepithelial
MYL9	Myoepithelial
CDH11	Myofibroblasts
DES	Myofibroblasts
PALLD	Myofibroblasts
ACTA2	Myofibroblasts
GFAP	Myofibroblasts
TNS1	Myofibroblasts
CALD1	Myofibroblasts
MYL9	Myofibroblasts
TAGLN	Myofibroblasts
IL12RB2	Natural
IL17RA	Natural
IL12RB1	Natural
KLRB1	Natural
RORA	Natural
ITGB2	Natural
EGR1	Natural
MAP3K8	Natural
NR4A1	Natural
GZMB	Natural
TNFRSF8	Natural
PRF1	Natural
IL2RB	Natural
ZBTB16	Natural
TBX21	Natural
GATA3	Natural
NCAM1	Natural
S1PR1	Natural
STYK1	Natural
TCF7	Natural
SLAMF7	Natural
Natural	killer
CXCR4	Natural
CD44	Natural
SOX1	Neural
PROM1	Neural
IGF1R	Neural
SP8	Neural
GFAP	Neural
RBM3	Neural
SOX3	Neural
S100B	Neural
SLC1A3	Neural
NEUROD4	Neural
NEUROG1	Neural
NEUROG2	Neural
NHLH1	Neural
PPP1R17	Neural
TMTC4	Neural
EOMES	Neural
PLEKHH2	Neural
TLR3	Neural
PARP12	Neural
P2RX7	Neural
INAFM2	Neural
ISG15	Neural
IGFBP3	Neural
IFIT1	Neural
IFI44	Neural
MGAT5	Neural
PBK	Neural
DLX2	Neural
CBX3	Neural
RND3	Neural
DLX5	Neural
SP9	Neural
POU3F4	Neural
Neural	stem/precursor
BARHL2	Neural
LHX9	Neural
SHOX2	Neural
DBX1	Neural
DLL3	Neural
PITX2	Neural
OTX1	Neural
ARX	Neural
NXPH1	Neural
TOX3	Neural
ASCL2	Neural
HES5	Neural
HOPX	Neural
NEUROD1	Neural
PRSS56	Neural
SOX9	Neural
ALDOC	Neural
APOE	Neural
ID4	Neural
SOX2	Neural
DCX	Neural
CCND2	Neural
DLX1	Neural
S100A6	Neural
NTNG1	Neuroblasts
TSHZ1	Neuroblasts
SP9	Neuroblasts
SP8	Neuroblasts
PROK2	Neuroblasts
ASCL1	Neuroblasts
DLL3	Neuroblasts
SALL3	Neuroblasts
DRAXIN	Neuroblasts
ERBB4	Neuroblasts
TRIM32	Neuroblasts
IGFBPL1	Neuroblasts
EOMES	Neuroblasts
PBX1	Neuroblasts
CUX2	Neuroblasts
ISL1	Neuroblasts
PHF1	Neuroblasts
NEUROG1	Neuroblasts
NKX6-1	Neuroblasts
NEUROG2	Neuroblasts
MAPK7	Neuroblasts
PROKR2	Neuroblasts
POU6F2	Neuroblasts
ITGA6	Neuroblasts
EFNA2	Neuroblasts
DCX	Neuroblasts
CCKAR	Neuroblasts
CCKBR	Neuroblasts
GRM5	Neuroblasts
EZH2	Neuroblasts
DLX2	Neuroblasts
MARK2	Neuroblasts
LRP8	Neuroblasts
VLDLR	Neuroblasts
DAB1	Neuroblasts
NCAN	Neuroblasts
EPHA4	Neuroblasts
TACC3	Neuroblasts
EGFR	Neuroblasts
TUBB3	Neuroblasts
SIRT1	Neuroblasts
NCAM1	Neuroblasts
NEUROD1	Neuroblasts
SCGN	Neuroblasts
Neuroblasts	NA
NES	Neuroblasts
WT1	Neuroblasts
ZBED4	Neuroblasts
PROS1	Neuroblasts
CNR1	Neuroblasts
PPP1R1B	Neuroendocrine
CLASP2	Neuroendocrine
MKL2	Neuroendocrine
FXYD7	Neuroendocrine
DPF1	Neuroendocrine
PENK	Neuroendocrine
GRM5	Neuroendocrine
SFXN5	Neuroendocrine
TAC1	Neuroendocrine
CCDC85C	Neuroendocrine
ATXN1	Neuroendocrine
GPR88	Neuroendocrine
PDE10A	Neuroendocrine
SST	Neuroendocrine
CXCL14	Neuroendocrine
NPY	Neuroendocrine
NRGN	Neuroendocrine
SCN2B	Neuroendocrine
ABHD2	Neuroendocrine
SPOCK1	Neuroendocrine
NEGR1	Neuroendocrine
DUSP26	Neuroendocrine
ARHGDIG	Neuroendocrine
CCK	Neuroendocrine
PRSS12	Neuroendocrine
SERPINI1	Neuroendocrine
NKX2-2	Neuroendocrine
ENO2	Neurons
RBFOX3	Neurons
CHAT	Neurons
TH	Neurons
CALB1	Neurons
CALB2	Neurons
ISL1	Neurons
EPO	Neurons
CSF3	Neurons
NEFH	Neurons
NEFM	Neurons
DLG4	Neurons
SLC12A5	Neurons
GABRA1	Neurons
AQP1	Neurons
IFIT3	Neurons
SLC11A1	Neurons
TFF3	Neurons
SLC1A1	Neurons
CXCL1	Neurons
CXCR5	Neurons
AIM2	Neurons
MATN2	Neurons
SLC36A4	Neurons
PRPH	Neurons
MECP2	Neurons
RIN1	Neurons
OMP	Neurons
PTPN11	Neurons
GHSR	Neurons
NPY	Neurons
AGRP	Neurons
RESP18	Neurons
STX1A	Neurons
SCN2B	Neurons
DISP2	Neurons
CBARP	Neurons
B3GAT2	Neurons
FMO1	Neurons
FBLN2	Neurons
SHISA2	Neurons
LUZP2	Neurons
SCRG1	Neurons
FAM181B	Neurons
IGF1	Neurons
Neurons	NA
CTXN2	Neurons
TMEM130	Neurons
DZANK1	Neurons
ACSL4	Neurons
CLSTN3	Neurons
ARHGDIG	Neurons
HAP1	Neurons
NRSN2	Neurons
ABAT	Neurons
HDAC11	Neurons
SLC30A9	Neurons
SCAMP1	Neurons
MAGEE1	Neurons
NCALD	Neurons
COPG1	Neurons
KCNC1	Neurons
FBXW7	Neurons
GABRG2	Neurons
NMT1	Neurons
ARID4A	Neurons
ZRSR1	Neurons
RGS17	Neurons
TMEM91	Neurons
CDK5	Neurons
SAFB	Neurons
RNF220	Neurons
RASGRF1	Neurons
TCEAL6	Neurons
TMEM179	Neurons
NICN1	Neurons
Neurons	NA
NAPG	Neurons
CMIP	Neurons
ZMYND11	Neurons
RHBDD2	Neurons
ST8SIA3	Neurons
PQBP1	Neurons
MATK	Neurons
TRO	Neurons
Neurons	NA
AKAP8L	Neurons
DUSP26	Neurons
SYT5	Neurons
GAD1	Neurons
FLYWCH1	Neurons
RIT2	Neurons
TCEAL5	Neurons
PNCK	Neurons
TMEM59L	Neurons
TCEAL3	Neurons
GPRASP2	Neurons
MAP7D2	Neurons
MIAT	Neurons
RB1CC1	Neurons
PABPN1	Neurons
GRIA3	Neurons
NBEA	Neurons
SFSWAP	Neurons
WDR60	Neurons
Neurons	NA
SCN1A	Neurons
RNPC3	Neurons
HOXC8	Neurons
RERE	Neurons
SCN8A	Neurons
TRIP11	Neurons
EML5	Neurons
KMT2C	Neurons
AAK1	Neurons
SAFB2	Neurons
SACS	Neurons
RYR2	Neurons
CSPP1	Neurons
GRIA4	Neurons
CHD6	Neurons
Neurons	NA
ZCCHC7	Neurons
GPATCH8	Neurons
PCLO	Neurons
SYNE1	Neurons
PROX1	Neurons
NRGN	Neurons
PPP1R14C	Neurons
Neurons	NA
SYNPR	Neurons
CCDC28B	Neurons
KCNK1	Neurons
CNRIP1	Neurons
FRRS1L	Neurons
FAM69B	Neurons
GPR162	Neurons
CACNG2	Neurons
SPOCK3	Neurons
RGS7BP	Neurons
DNM3	Neurons
TMEM191C	Neurons
SLC6A17	Neurons
DNER	Neurons
GRM5	Neurons
CNTNAP2	Neurons
CPLX1	Neurons
SLC32A1	Neurons
DLGAP1	Neurons
PPP1R9A	Neurons
GNL3L	Neurons
ZCCHC12	Neurons
ATP6V1H	Neurons
HPCA	Neurons
CHN1	Neurons
CPNE6	Neurons
PDE1A	Neurons
GNAI1	Neurons
CCK	Neurons
RIMS3	Neurons
OGFOD1	Neurons
CELF6	Neurons
DTD1	Neurons
PRMT2	Neurons
AVP	Neurons
RORA	Neurons
VGF	Neurons
PCSK2	Neurons
CHODL	Neurons
NECAB2	Neurons
Neurons	NA
KCNMA1	Neurons
CACNB3	Neurons
NWD2	Neurons
ZIC1	Neurons
TESC	Neurons
NECAB3	Neurons
NRN1	Neurons
GABBR2	Neurons
SLC17A7	Neurons
Neurons	NA
DGKB	Neurons
CACNB4	Neurons
CTTNBP2	Neurons
PPP1R1B	Neurons
PCP4	Neurons
MEG3	Neurons
BEX2	Neurons
BEX1	Neurons
NDN	Neurons
CAMK2N1	Neurons
PNISR	Neurons
SNHG11	Neurons
STMN2	Neurons
PTK2B	Neurons
DDN	Neurons
ICAM5	Neurons
GNG2	Neurons
SNAP25	Neurons
VSNL1	Neurons
PACSIN1	Neurons
CACNA2D1	Neurons
SGIP1	Neurons
ATP6V0A1	Neurons
MYO5A	Neurons
DYNC1I1	Neurons
PRUNE2	Neurons
CACNA2D2	Neurons
SLC17A6	Neurons
TUBB3	Neurons
ELAVL3	Neurons
MME	Neutrophils
ITGAM	Neutrophils
ITGAX	Neutrophils
CD14	Neutrophils
FUT4	Neutrophils
Neutrophils	CD16a
PECAM1	Neutrophils
CD33	Neutrophils
SELL	Neutrophils
Neutrophils	CD66b|CGM6
C5AR1	Neutrophils
CXCR1	Neutrophils
CXCR2	Neutrophils
Neutrophils	Gm638|AMICA|AMICA1
TLR2	Neutrophils
MYLK	Neutrophils
S100A9	Neutrophils
MPO	Neutrophils
Neutrophils	NA
Neutrophils	CD24A
CEACAM1	Neutrophils
Neutrophils	CD64|CD64A
CRP	Neutrophils
LCN2	Neutrophils
Neutrophils	HNP-1|DEF1|DEFA2
Neutrophils	NA
DEFA3	Neutrophils
LTF	Neutrophils
Neutrophils	NA
ELANE	Neutrophils
S100A8	Neutrophils
Neutrophils	NA
IL1B	Neutrophils
Neutrophils	NA
CXCL2	Neutrophils
HP	Neutrophils
CCL3	Neutrophils
Neutrophils	NA
HDC	Neutrophils
MMP8	Neutrophils
Neutrophils	NA
LRG1	Neutrophils
OSM	Neutrophils
MMP9	Neutrophils
PILRA	Neutrophils
CLEC4D	Neutrophils
CLEC4E	Neutrophils
Neutrophils	NA
ASPRV1	Neutrophils
CCRL2	Neutrophils
CCR1	Neutrophils
NCF1	Neutrophils
Neutrophils	NA
TREM1	Neutrophils
SORL1	Neutrophils
ARG2	Neutrophils
BST1	Neutrophils
Neutrophils	NA
IL1R2	Neutrophils
CFP	Neutrophils
ADAM8	Neutrophils
CD177	Neutrophils
PTGS2	Neutrophils
OAS3	Neutrophils
PRTN3	Neutrophils
Neutrophils	AZU|CAP37|AZAMP|NAZC|HUMAZUR
CTSG	Neutrophils
Neutrophils	EI|PI2|anti-elastase|ELANH2
CAMP	Neutrophils
Neutrophils	NA
SLC1A5	Neutrophils
Neutrophils	NA
SNX20	Neutrophils
ADPGK	Neutrophils
PSTPIP1	Neutrophils
LYST	Neutrophils
DOCK8	Neutrophils
S100A4	Neutrophils
NLRP3	Neutrophils
CSF3R	Neutrophils
ITGAM	NK
ITGAX	NK
NK	cells
CD69	NK
KLRD1	NK
IL2RB	NK
KLRB1	NK
CD244	NK
KLRK1	NK
SLAMF7	NK
NK	cells
NCR1	NK
NK	cells
SLAMF6	NK
KIT	NK
CD27	NK
KLRC1	NK
NK	cells
NK	cells
NKG7	NK
NK	cells
NK	cells
NK	cells
GZMM	NK
CTSW	NK
HMBOX1	NK
NK	cells
AHR	NK
PRF1	NK
CCL4	NK
SEMA6D	NK
FHL2	NK
CD2	NK
CD7	NK
CD3G	NK
CD33	NK
DPP4	NK
LAT	NK
PCDH15	NK
CCL5	NK
GZMA	NK
GZMB	NK
NK	cells
NK	cells
CMA1	NK
NK	cells
DUSP2	NK
TXK	NK
NK	cells
DOK2	NK
CST7	NK
NK	cells
NK	cells
HSD11B1	NK
KLRC2	NK
NK	cells
SAMD3	NK
NK	cells
TBX21	NK
NK	cells
CHSY1	NK
NK	cells
TRDC	NK
CXCR4	NK
IL18R1	NK
NK	cells
SERPINB9	NK
DOCK2	NK
SH2D2A	NK
NK	cells
S100A4	NK
XCL1	NK
GZMK	NK
IFNG	NK
CCL3	NK
CSF2	NK
IL2RG	NK
TGFB1	NK
NK	cells
NK	cells
KIR3DL1	NK
NK	cells
NK	cells
KLRG1	NK
NK	cells
ADAMTS14	NK
NK	cells
ITGA2	NK
NK	cells
STYK1	NK
NK	cells
CLEC2D	NK
CD247	NK
ZBTB16	NK
SPON2	NK
NK	cells
HOPX	NK
CD8A	NK
TH	Noradrenergic
DDC	Noradrenergic
DBH	Noradrenergic
SLC18A2	Noradrenergic
SLC18A3	Noradrenergic
SLC6A2	Noradrenergic
SLC39A11	Noradrenergic
SLC9B2	Noradrenergic
ICOS	Nuocytes
IL1RL1	Nuocytes
RORA	Nuocytes
IL17RB	Nuocytes
IL7R	Nuocytes
CRLF2	Nuocytes
ARG1	Nuocytes
GATA3	Nuocytes
PTGDS	Nuocytes
BCL11B	Nuocytes
IL5	Nuocytes
IL13	Nuocytes
ANO2	Olfactory
RARG	Olfactory
LRRC45	Olfactory
RAB3B	Olfactory
KCNC4	Olfactory
MANEA	Olfactory
PACRG	Olfactory
PDE1C	Olfactory
GADL1	Olfactory
TSTD1	Olfactory
TTC21A	Olfactory
KCNA5	Olfactory
ACSM4	Olfactory
CLDN9	Olfactory
DUSP8	Olfactory
TTLL3	Olfactory
ABHD3	Olfactory
KIF9	Olfactory
Olfactory	epithelial
CLSTN2	Olfactory
MEIG1	Olfactory
ENDOD1	Olfactory
TTC9	Olfactory
PPP1R14C	Olfactory
RETREG1	Olfactory
WDFY1	Olfactory
CASP6	Olfactory
FGF12	Olfactory
TRAF3IP1	Olfactory
RNF128	Olfactory
LMAN2L	Olfactory
IFT74	Olfactory
B9D1	Olfactory
WDR54	Olfactory
TOLLIP	Olfactory
ORMDL3	Olfactory
DNAJB14	Olfactory
SCN4B	Olfactory
NRG1	Olfactory
MAPK8IP2	Olfactory
EBF3	Olfactory
MAPK15	Olfactory
CNGA4	Olfactory
KIF1BP	Olfactory
EML2	Olfactory
RIIAD1	Olfactory
CCDC184	Olfactory
MACROD1	Olfactory
RNF220	Olfactory
CERS5	Olfactory
RNF121	Olfactory
LINGO1	Olfactory
BORCS7	Olfactory
ELMOD3	Olfactory
KLHL5	Olfactory
CWC22	Olfactory
TRIM66	Olfactory
CARNS1	Olfactory
TMEM107	Olfactory
CNPPD1	Olfactory
NGRN	Olfactory
EFNA5	Olfactory
OSCP1	Olfactory
PCOLCE2	Olfactory
RIC8B	Olfactory
SIAH2	Olfactory
CBX4	Olfactory
CYB561	Olfactory
SPA17	Olfactory
NAT14	Olfactory
NXNL2	Olfactory
TTC5	Olfactory
SLC16A11	Olfactory
LRRIQ1	Olfactory
ARL6	Olfactory
SPEF2	Olfactory
MAPKAP1	Olfactory
FAM131C	Olfactory
FAM81A	Olfactory
SH3GLB2	Olfactory
MLF1	Olfactory
FAM92B	Olfactory
PKIB	Olfactory
PDE4A	Olfactory
FETUB	Olfactory
EBF2	Olfactory
CCDC28B	Olfactory
NQO1	Olfactory
DUSP14	Olfactory
GRAMD1C	Olfactory
RTP2	Olfactory
SGPL1	Olfactory
GOLGA7B	Olfactory
CFAP126	Olfactory
CACNB3	Olfactory
IFT43	Olfactory
ACSL6	Olfactory
SPOCK1	Olfactory
CLGN	Olfactory
EFCAB10	Olfactory
HOMER2	Olfactory
Olfactory	epithelial
MYCBP	Olfactory
RD3	Olfactory
HIST2H2BE	Olfactory
SCN9A	Olfactory
ABHD16A	Olfactory
IMPDH1	Olfactory
CMIP	Olfactory
TESC	Olfactory
CTXN3	Olfactory
S100A5	Olfactory
RSPH1	Olfactory
FAIM	Olfactory
THEM6	Olfactory
CNGA2	Olfactory
CNTN4	Olfactory
EFNA3	Olfactory
RTP1	Olfactory
Olfactory	epithelial
AK1	Olfactory
FLRT1	Olfactory
JAKMIP1	Olfactory
Olfactory	epithelial
CALB2	Olfactory
Olfactory	epithelial
GNG13	Olfactory
ACBD7	Olfactory
FSTL5	Olfactory
GNAL	Olfactory
GFY	Olfactory
ATF5	Olfactory
STOM	Olfactory
CARTPT	Olfactory
STOML3	Olfactory
OMP	Olfactory
CSPG4	Oligodendrocyte
PDGFRA	Oligodendrocyte
SOX10	Oligodendrocyte
OLIG2	Oligodendrocyte
MATN4	Oligodendrocyte
C1QL1	Oligodendrocyte
GPR37L1	Oligodendrocyte
GPR17	Oligodendrocyte
KCNIP3	Oligodendrocyte
TMEM100	Oligodendrocyte
VCAN	Oligodendrocyte
CDO1	Oligodendrocyte
EPN2	Oligodendrocyte
LHFPL3	Oligodendrocyte
NEU4	Oligodendrocyte
ASCL1	Oligodendrocyte
LAD1	Oligodendrocyte
SLC25A47	Oligodendrocyte
ETV5	Oligodendrocyte
NNAT	Oligodendrocyte
CSPG5	Oligodendrocyte
OLIG1	Oligodendrocyte
PCDH15	Oligodendrocyte
ALDOC	Oligodendrocyte
TNR	Oligodendrocyte
FYN	Oligodendrocyte
NKX6-2	Oligodendrocyte
CNP	Oligodendrocyte
GALC	Oligodendrocytes
MOG	Oligodendrocytes
OLIG1	Oligodendrocytes
OLIG2	Oligodendrocytes
Oligodendrocytes	PRO1557|PRO2086
OLIG3	Oligodendrocytes
SOX10	Oligodendrocytes
GJC2	Oligodendrocytes
GAMT	Oligodendrocytes
BCAS1	Oligodendrocytes
ENPP6	Oligodendrocytes
TMEM63A	Oligodendrocytes
GPR62	Oligodendrocytes
BACE1	Oligodendrocytes
CREB5	Oligodendrocytes
FGFR2	Oligodendrocytes
SLC25A38	Oligodendrocytes
HDAC11	Oligodendrocytes
TYRO3	Oligodendrocytes
S1PR5	Oligodendrocytes
ASPA	Oligodendrocytes
EPHB1	Oligodendrocytes
HEPACAM	Oligodendrocytes
SOX8	Oligodendrocytes
FASN	Oligodendrocytes
OMG	Oligodendrocytes
ZDHHC9	Oligodendrocytes
PTGDS	Oligodendrocytes
ADAMTS4	Oligodendrocytes
MYRF	Oligodendrocytes
SEMA4D	Oligodendrocytes
TMEM125	Oligodendrocytes
KLHL2	Oligodendrocytes
DPY19L1	Oligodendrocytes
TSPAN15	Oligodendrocytes
HAPLN2	Oligodendrocytes
NKX6-2	Oligodendrocytes
GJB1	Oligodendrocytes
OPALIN	Oligodendrocytes
VLDLR	Oligodendrocytes
MCAM	Oligodendrocytes
TMEM163	Oligodendrocytes
ERMN	Oligodendrocytes
FA2H	Oligodendrocytes
CLDN11	Oligodendrocytes
ANLN	Oligodendrocytes
ELOVL7	Oligodendrocytes
PLLP	Oligodendrocytes
DDC	Oligodendrocytes
POU3F1	Oligodendrocytes
NINJ2	Oligodendrocytes
SGK2	Oligodendrocytes
GJC3	Oligodendrocytes
GPR37	Oligodendrocytes
IL33	Oligodendrocytes
KLK6	Oligodendrocytes
NFE2L3	Oligodendrocytes
PEX5L	Oligodendrocytes
CLDN14	Oligodendrocytes
ITGB4	Oligodendrocytes
MYO1D	Oligodendrocytes
PDE8A	Oligodendrocytes
CNTF	Oligodendrocytes
EML1	Oligodendrocytes
